_id,numerocontrato,anocontrato,orgaocontratante,objetocontrato,origemcontrato,sequencialcompra,cnpjcontratado,cpfcontratado,razaonomecontratado,logradouroendcontratado,numeroendcontratado,complementoendcontratado,bairroendcontratado,cidadeendcontratado,estadoendcontratado,datainiciovigencia,datafimvigencia,valorcontrato1,valorcontrato2,situacaocontrato
455,5010.2004/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE RESTAURO DA ESTÁTUA DE JOAQUIM CARDOSO  PONTE MAURICIO DE NASSAU,INEXIGIBILIDADE,10114,,18505724372,DEMETRIO ALBUQUERQUE SILVA FILHO,RUA GERALDO SILVA,195,"",ALTO DA NACAO,OLINDA,PE,2017-12-18T00:00:00,2018-02-16T00:00:00,9800.0,9800.0,ENCERRADO
456,5010.2006/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE LICENCIAMENTO DE SOFTWARE PARA CONTROLE BIOMÉTRICO DE FREQUÊNCIA  PONTO ELETRÔNICO,COMPRA DIRETA,9282,3423683000188,,ADELTEC INFORMATICA E TECNOLOGIA LTDA ME,RUA DAS MANGUEIRAS,23,LOT. CAMPO BELO,UMBURA,IGARASSU,PE,2017-08-28T00:00:00,2018-08-30T00:00:00,7192.8,7192.8,CADASTRADO
457,5010.4002/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FORNECIMENTO D\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\'AGUA E LAVAGEM DE VIAS PÚBLICAS PARA O CARNAVAL 2017,CONFORME TERMO DE REFERENCIA ANEXO.",LICITAÇÃO,8089,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-02-25T00:00:00,2017-08-29T00:00:00,212964.0,212964.0,ENCERRADO
458,5010.4004/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE PASSAGENS AÉREAS NACIONAIS E INTERNACIONAIS,SARP,8403,35636034000151,,DISTAK AGENCIA DE VIAGENS E TURISMO LTDA - EPP,RUA EPAMINONDAS GRACINDO,257,NULL,PAJUCARA,MACEIO,AL,2017-03-17T00:00:00,2018-03-17T00:00:00,66000.0,66000.0,ENCERRADO
459,5010.4005/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE MICRO COMPUTADOR,SARP,9300,12477490000109,,LIDER NOTEBOOKS COMERCIO E SERVIÇOS LTDA,AVENIDA DONATO QUINTINO,90,LOJA 207,CIDADE NOVA,MONTES CLAROS,MG,2017-09-26T00:00:00,2017-10-26T00:00:00,77560.0,77560.0,ENCERRADO
460,5010.4007/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AQUISIÇÃO DE BENS PERMANENTE  POLTRONAS FIXA E GIRATÓRIA,SARP,9473,9813581000155,,FORMA OFFICE COMERCIO DE MOVEIS E INTERIORES LTDA,SCRN,,LOJA 18,ASA NORTE,BRASILIA,DF,2017-10-11T00:00:00,2017-11-10T00:00:00,79982.0,79982.0,ENCERRADO
461,5010.4008/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,ESTE INSTRUMENTO OBJETIVA SUBSIDIAR O EDITAL DE LICITAÇÃO EM PROCESSO LICITATÓRIO MODALIDADE PREGÃO VISANDO AQUISIÇÃO DE SACOS PLÁSTICOS LISO LEITOSO COR BRANCO PARA ATENDIMENTO DAS NECESSIDADES DESTA AUTARQUIA.,LICITAÇÃO,9254,1387783000170,,AQUARELA  LIVRARIA E PAPELARIA LTDA ME,AVENIDA GOVERNADOR AGAMENON MAGALHAES,116,B,PRAZERES,JABOATAO DOS GUARARAPES,PE,2017-10-09T00:00:00,2018-10-09T00:00:00,39200.0,39200.0,CADASTRADO
462,5010.5002/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,LOCAÇÃO DE CAMINHÃO COM CARROCERIA DE MADEIRA E PICKUP CABINE DUPLA,SARP,10101,11634427000168,,MF SERVICOS E LOCACAO DE VEICULOS EIRELI,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,1396,"",MADALENA,RECIFE,PE,2017-12-15T00:00:00,2018-12-15T00:00:00,88119.36,88119.36,CADASTRADO
463,5010.6001/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE IRRIGAÇÃO DE ÁREAS VERDES COM CARRO PIPA, CONFORME TERMO DE REFERENCIA ANEXO.",LICITAÇÃO,7889,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-02-06T00:00:00,2018-02-06T00:00:00,529549.44,529549.44,ENCERRADO
464,5010.6002/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM ÁREAS DE ILUMINAÇÃO ESPECIAL NA CIDADE DO RECIFE.,LICITAÇÃO,7594,41116138000138,,REAL ENERGY LTDA,RUA BEIRA CANAL,49,"",BULTRINS,OLINDA,PE,2017-03-01T00:00:00,2018-08-28T00:00:00,1223866.8,1223866.8,ENCERRADO
465,5010.6003/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FECHAMENTO DE EDIFICAÇÕES E ÁREAS PÚBLICAS NO CARNAVAL DE 2017, DISTRIBUÍDOS EM TRÊS LOTES, CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,7873,6157352000131,,ROBERTO & JAIR COMERCIO E SERVICOS LTDA - EPP,RUA MORENO,255,"",ARTHUR LUNDGREN I,PAULISTA,PE,2017-02-03T00:00:00,2017-09-01T00:00:00,264982.2,264982.2,ENCERRADO
466,5010.6004/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FECHAMENTO DE EDIFICAÇÕES E ÁREAS PÚBLICAS NO CARNAVAL DE 2017, DISTRIBUÍDOS EM TRÊS LOTES, CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,7873,11523068000171,,CONSTRUTORA FAELLA EIRELI,RUA CALUMBI,94,"",AREIAS,RECIFE,PE,2017-11-08T00:00:00,2018-06-06T00:00:00,299999.91,299999.91,ENCERRADO
467,5010.6005/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"FECHAMENTO DE EDIFICAÇÕES E ÁREAS PÚBLICAS NO CARNAVAL DE 2017, DISTRIBUÍDOS EM TRÊS LOTES, CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,7873,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-02-03T00:00:00,2017-09-01T00:00:00,354055.51,354055.51,ENCERRADO
468,5010.6007/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS FUNERÁRIOS PARA SEPULTAMENTO GRATUITO DE INDIGENTES NA CIDADE,LICITAÇÃO,8420,8658338000147,,PAZ DOMINUS SERVICOS FUNERARIOS LTDA,RUA DO MARQUES POMBAL,644,"",SANTO AMARO,RECIFE,PE,2017-03-24T00:00:00,2018-09-20T00:00:00,180000.0,180000.0,CADASTRADO
469,5010.6008/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,MANUTENÇÃO DE CONDICIONADORES DE AR,SARP,8230,4966953000160,,MPM ALUGUEL DE AR LTDA,RUA MANOEL DE ARRUDA CAMARA,105,"",PRADO,RECIFE,PE,2017-03-15T00:00:00,2018-09-11T00:00:00,84478.57,84478.57,ENCERRADO
470,5010.6009/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"RECUPERAÇÃO DA REDE DE DRENAGEM DA RUA JOSÉ MOREIRA REIS - MUSTARDINHA, CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,8308,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2017-04-17T00:00:00,2018-01-12T00:00:00,684463.58,684463.58,ENCERRADO
471,5010.6011/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS ESPECIALIZADOS NA MANUTENÇÃO DE PASSARELAS NAS RPA\\\\\\\\\\\\\\\'S 01 A 06, CONFORME PROJETO BASICO ANEXO.",LICITAÇÃO,8473,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-07-01T00:00:00,2019-07-03T00:00:00,2194045.7,2194045.7,ENCERRADO
472,5010.6012/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"PRESTAÇÃO DE SERVIÇOS TECNICOS NECESSÁRIOS A IMPLANTAÇÃO FISICA E DE PROCEDIMENTOS, OPERAÇÃO E GESTÃO CONTINUADA DE CENTRAL DE ATENDIMENTO TELEFONICO, CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,8471,22148707000182,,SPEEDMAIS SOLUCOES LTDA,RUA DO  APOLO,207,"",RECIFE,RECIFE,PE,2017-05-29T00:00:00,2018-05-31T00:00:00,724500.0,724500.0,ENCERRADO
473,5010.6013/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS ESPECIALIZADOS DE ENGENHARIA AGRONÔMICA COM SERVIÇOS DE MANUTENÇÃO DO ARBORETO, PARQUES,
PRAÇAS E DEMAIS ÁREAS VERDES",LICITAÇÃO,8239,449936000102,,ENGEMAIA & CIA LTDA,RUA DOUTOR FERNANDO ALLAIN,45,"",ESPINHEIRO,RECIFE,PE,2017-07-01T00:00:00,2018-07-03T00:00:00,11944999.92,11944999.92,CADASTRADO
474,5010.6014/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE LOCAÇÃO E REMOÇÃO DE CAIXA COMPACTADORA PARA ATENDER O CEMITERIO DE SANTO AMARO, CONFORME PROJETO BASICO ANEXO.",LICITAÇÃO,8507,1459413000100,,ELUS ENGENHARIA LIMPEZA URBANA E SINALIZACAO LTDA,ESTRADA DA  COMPORTA-RUA COLINAS,877,AX-1,COMPORTAS,JABOATAO DOS GUARARAPES,PE,2017-07-05T00:00:00,2018-07-07T00:00:00,59825.95,59825.95,CADASTRADO
475,5010.6016/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA CIVIL PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE PRAÇAS LOCALIZADAS NA CIDADE DO RECIFE,CONFORME PROJETO BÁSICO ANEXO.",LICITAÇÃO,8377,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-07-17T00:00:00,2019-07-19T00:00:00,3358558.57,3358558.57,ENCERRADO
476,5010.6017/2016,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE MANUTENÇÃO CORRETIVA DE VIAS NÃO PAVIMENTADAS DO SISTEMA VIARIO DA CIDADE DO RECIFE, CONFORME PROJETO BASICO ANEXO.",LICITAÇÃO,7291,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2017-03-29T00:00:00,2018-09-25T00:00:00,1324304.48,1324304.48,ENCERRADO
477,5010.6017/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS DE RECUPERAÇÃO DA MURETA E ALAMBRADO DO CAMPO DE FUTEBOL DOS ONZE,LICITAÇÃO,8740,11523068000171,,CONSTRUTORA FAELLA EIRELI,RUA CALUMBI,94,"",AREIAS,RECIFE,PE,2017-08-04T00:00:00,2017-10-05T00:00:00,168620.54,168620.54,ENCERRADO
478,5010.6019/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,AMPLIAÇÃO E REQUALIFICAÇÃO DOS VELORIOS E BANHEIRO DA CAPELA DO CEMITÉRIO DE SANTO AMAROCONFORME PROJETO BÁSICO ANEXO.,LICITAÇÃO,8987,11523068000171,,CONSTRUTORA FAELLA EIRELI,RUA CALUMBI,94,"",AREIAS,RECIFE,PE,2017-09-13T00:00:00,2018-07-10T00:00:00,694465.73,694465.73,ENCERRADO
479,5010.6020/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE RECUPERAÇÃO DE TALUDE E PASSEIO DO CANAL DO VASCO DA GAMA PEIXINHOS,LICITAÇÃO,8839,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-08-09T00:00:00,2017-11-09T00:00:00,1162537.31,1162537.31,ENCERRADO
480,5010.6021/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS NA RECUPERAÇÃO E IMPLANTAÇÃO DE PASSEIOS COM ACESSIBILIDADE NAS VIAS E LOGRADOUROS LOCAL. NAS RPA´S 1 A 6,LICITAÇÃO,8630,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2017-09-15T00:00:00,2019-09-15T00:00:00,5495680.0,5495680.0,ENCERRADO
481,5010.6022/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇO ESPECIALIZADO NA RECUPERAÇÃO DE TORRES DE ILUMINAÇÃO PÚBLICA DA ORLA DE BOA VIAGEM.,LICITAÇÃO,9177,956601000172,,VENCER ENGENHARIA E SERVICOS LTDA,PRACA VINTE DE JULHO,300,"",CAMPO GRANDE,RECIFE,PE,2017-10-03T00:00:00,2018-03-02T00:00:00,1320378.19,1320378.19,ENCERRADO
482,5010.6023/2016,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE APOIO TÉCNICO AO MKONITORAMENTO DAS AÇÕES DE MANUTENÇÃO DO SISTEMA VIÁRIO DA CIDADE DO RECIFE, CONFORME ESPECIFICAÇÕES DO TERMO DE REFERENCIA ANEXO.",LICITAÇÃO,8023,41075755000132,,NORCONSULT  PROJETOS E CONSULTORIA LTDA,RUA JUNDIA,47,"",TAMARINEIRA,RECIFE,PE,2017-02-06T00:00:00,2018-08-05T00:00:00,1777584.96,1777584.96,CADASTRADO
483,5010.6023/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO ESTRUTURAL E DA COBERTURA NOS GALPÕES DA DIRETORIA DE LIMPEZA URBANA DE ACORDO COM AS NORMAS PREVISTA NO PROJETO BÁSICO E PLANILHA DE ORÇAMENTO.,LICITAÇÃO,9175,11523068000171,,CONSTRUTORA FAELLA EIRELI,RUA CALUMBI,94,"",AREIAS,RECIFE,PE,2017-10-17T00:00:00,2018-01-15T00:00:00,288741.72,288741.72,ENCERRADO
484,5010.6024/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE LUMINÁRIA COM TECNOLOGIA LED PARA PONTE PAULO GUERRA.,LICITAÇÃO,8954,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-10-17T00:00:00,2017-11-16T00:00:00,115756.1,115756.1,ENCERRADO
485,5010.6025/2016,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE LIMPEZA URBANA - DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS,CONFORME TERMO DE REFERENCIA ANEXO.",LICITAÇÃO,7678,10877732000118,,CICLO AMBIENTAL LTDA,AVENIDA PERNAMBUCO,,DOS ESTADOS,CENTRO,CAMARAGIBE,PE,2017-02-02T00:00:00,2018-08-01T00:00:00,3423770.88,3423770.88,CADASTRADO
486,5010.6025/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE LUMINÁRIA COM TECNOLOGIA LED PARA PRAÇA DO DERBY.,LICITAÇÃO,8957,41116138000138,,REAL ENERGY LTDA,RUA BEIRA CANAL,49,"",BULTRINS,OLINDA,PE,2017-10-10T00:00:00,2017-11-24T00:00:00,285884.58,285884.58,ENCERRADO
487,5010.6027/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS NA RECUPERAÇÃO ESTRUTURAL DA PONTE NA RUA JOSÉ C. COSME DOIS UNIDOS SOBRE O RIO MORNO,LICITAÇÃO,8815,3951168000170,,NOVO MUNDO COMERCIO DE MATERIAL DE CONSTRUCAO E SERVICOS DE ENGENHARIA LTDA,ROD PE 15,5166,"",FRAGOSA,OLINDA,PE,2017-10-10T00:00:00,2018-02-07T00:00:00,777029.9,777029.9,ENCERRADO
488,5010.6028/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE LUMINÁRIAS COM TECNOLOGIA LED PARA ILUMINAÇÃO PÚBLICA DA AV. BOA VIAGEM,LICITAÇÃO,8918,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-10-25T00:00:00,2017-12-24T00:00:00,1922687.36,1922687.36,ENCERRADO
489,5010.6029/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE LUMINÁRIAS COM TECNOLOGIA LED PARA ILUMINAÇÃO PÚBLICA DA AV. RECIFE PRESIDENTE DUTRA E VIADUTO TANCREDO NEVES,LICITAÇÃO,8916,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-10-25T00:00:00,2018-04-23T00:00:00,2633407.8,2633407.8,ENCERRADO
490,5010.6030/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE LUMINÁRIAS LED NA LADEIRA DA COHAB,LICITAÇÃO,9285,956601000172,,VENCER ENGENHARIA E SERVICOS LTDA,PRACA VINTE DE JULHO,300,"",CAMPO GRANDE,RECIFE,PE,2017-11-14T00:00:00,2017-12-14T00:00:00,68586.6,68586.6,ENCERRADO
491,5010.6031/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO COM FORNECIMENTO DE REDE LUMINÁRIAS COM TECNOLOGIA LED PARA ILUMINAÇÃO PÚBLICA DA AV. NORTE,LICITAÇÃO,8917,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-11-09T00:00:00,2018-05-08T00:00:00,2854337.37,2854337.37,ENCERRADO
492,5010.6032/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇO ESPECIALIZADO DE INSTALAÇÃO COM FORNECIMENTO COM O FORNECIMENTO DE TRANSFORMADORES PARA CIDADE DO RECIFE.,LICITAÇÃO,9178,3782862000101,,L FRIEDHEIM ENGENHARIA E SERVICOS LTDA EPP,PRACA VINTE DE JULHO,300,A,CAMPO GRANDE,RECIFE,PE,2017-11-29T00:00:00,2017-12-14T00:00:00,188996.85,188996.85,ENCERRADO
493,5010.6033/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA EM ILUMINAÇÃO PUBLICA ESPECIAL PARA FORNECIMENTO E INSTALAÇÃO DE LUMINARIAS CONFORME PROJETO BASICO ANEXO.,LICITAÇÃO,9250,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-11-29T00:00:00,2017-12-29T00:00:00,255823.12,255823.12,ENCERRADO
494,5010.6034/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,SERVIÇOS ESPECIALIZADOS DE DRENAGEM TERRAPLENAGEM E PLANTIO DE MUDAS NO ATERRO DA MURIBECA,LICITAÇÃO,8846,449936000102,,ENGEMAIA & CIA LTDA,RUA DOUTOR FERNANDO ALLAIN,45,"",ESPINHEIRO,RECIFE,PE,2017-12-05T00:00:00,2019-12-05T00:00:00,2359174.98,2359174.98,CADASTRADO
495,5010.6035/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA EM ILUMINAÇÃO PÚBLICACONFORME PROJETO BÁSICO ANEXO.,LICITAÇÃO,9248,1346561000100,,VASCONCELOS E SANTOS LTDA,AVENIDA PERNAMBUCO,438,UI 1,BAIRRO DOS ESTADOS,CAMARAGIBE,PE,2017-11-29T00:00:00,2018-02-27T00:00:00,1070341.76,1070341.76,ENCERRADO
496,5010.6036/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,REQUALIFICAÇÃO DA REDE DE DRENAGEM DA RUA AMÁLIA BERNARDINO  BOA VIAGEM.,LICITAÇÃO,9631,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-12-19T00:00:00,2018-02-17T00:00:00,777764.24,777764.24,ENCERRADO
497,5010.6037/2017,2017,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,FORNECIMENTO E INSTALAÇÃO DE LUMINARIAS COM TECNOLOGIA LED COMPATIVEL COM SISTEMA DE TELEGESTÃO E REDE DE IP NA AV. PROF. JOSE DOS ANJOS CONFORME PROJETO BASICO ANEXO.,LICITAÇÃO,9284,1514128000136,,SCAVE SERVICOS DE ENGENHARIA E LOCACAO LTDA,RUA DA  REGENERACAO,1133,"",ARRUDA,RECIFE,PE,2017-12-22T00:00:00,2018-01-21T00:00:00,453769.92,453769.92,ENCERRADO
498,4501.0001/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DO SERVIÇO DE GERENCIAMENTO DO ABASTECIMENTO DE COMBUSTÍVEIS DA FROTA DE VEÍCULOS ,ENVOLVENDO A IMPLANTAÇÃO E OPERAÇÃO DE UM SISTEMA INFORMATIZADO, VIA INTERNET,DE GESTÃO DE FROTA COM A AQUISIÇÃO DE COMBUSTÍVEIS,ATRAVÉS DA TEC.  DE CARTÃO ELETRÔNICO COM CHIP OU TECNOLOGIA(|RFID).

0",SARP,8126,604122000197,,TRIVALE INSTITUIÇÃO DE PAGAMENTO LTDA,AVENIDA JACARANDA,200,"",JARAGUA,UBERLANDIA,MG,2017-01-23T00:00:00,2018-01-22T00:00:00,35586.76,35586.76,CADASTRADO
499,4501.0002/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"AQUISIÇÃO DE ÁGUA MINERAL EM GARRAFÕES PLÁSTICOS RETORNÁVEIS DE 19,5 A 20 LITROS.",SARP,8127,10793836000144,,ACM DISTRIBUIDORA E COMERCIO DE BEBIDAS LTDA - EPP,AVENIDA AFONSO OLINDENSE,216,SALA 101,VARZEA,RECIFE,PE,2017-02-01T00:00:00,2018-01-31T00:00:00,17280.0,17280.0,CADASTRADO
500,4501.0007/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE LICENÇAS DO SOFTWARE GUPTA TEAM DEVELOPER WIN 32 PREMIUM PACKAGE 5  E MANUTENÇÃO DE VERSÃO GLS GUPTA TEAM DEVELOPER WIN 32,INEXIGIBILIDADE,9034,4826609000175,,COMPUTER MACHINE CONSULTING DEVELOPMENT LTDA,AVENIDA SANTO ANTONIO,1500,3º ANDAR SALA 31,VILA OSASCO,OSASCO,SP,2017-08-30T00:00:00,2018-08-29T00:00:00,59236.21,59236.21,CADASTRADO
501,4501.0008/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE CONDICIONADORES DE AR,SARP,9560,5560250000108,,SM CORDEIRO DE MELO EIRELI - EPP,RUA JOAO TEIXEIRA,398,"",ESTANCIA,RECIFE,PE,2017-10-03T00:00:00,2017-12-02T00:00:00,28790.0,28790.0,CADASTRADO
502,4501.0009/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇO DE SOFTWARE LOCALIZADOR DE INFORMAÇÕES CADASTRAIS.,COMPRA DIRETA,9704,6269827000181,,CATTA DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR LTDA,RUA JOAO GUALBERTO PEREIRA DO CARMO,113,"",PONTA VERDE,MACEIO,AL,2017-10-25T00:00:00,2018-10-25T00:00:00,3558.0,3558.0,CADASTRADO
503,4501.0010/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE  EQUIPAMENTO DO TIPO NOTEBOOK E DESKTOP.,SARP,9640,12477490000109,,LIDER NOTEBOOKS COMERCIO E SERVIÇOS LTDA,AVENIDA DONATO QUINTINO,90,LOJA 207,CIDADE NOVA,MONTES CLAROS,MG,2017-11-16T00:00:00,2018-01-15T00:00:00,89300.0,89300.0,CADASTRADO
504,4501.0011/2017,2017,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇOS DE SUPORTE TÉCNICO REMOTO AO AMBIENTE DE PRODUÇÃO NA PLATAFORMA PENTAHO.,SARP,9989,11554577000161,,GLEN COE INFORMATICA LTDA ME,RUA MANUEL BEZERRA,64,CXPST 575,MADALENA,RECIFE,PE,2017-12-05T00:00:00,2018-01-04T00:00:00,35668.0,35668.0,CADASTRADO
